,id,reference,predicted,1-gram,2-gram,3-gram,4-gram,cumulative,1-gram_smoothed,2-gram_smoothed,3-gram_smoothed,4-gram_smoothed,cumulative_smoothed
10,380590140_25b9889772,"[['a', 'busy', 'highway', 'scene', 'with', 'a', 'woman', 'crossing', 'a', 'crosswalk', 'on', 'the', 'left'], ['a', 'lady', 'crosses', 'a', 'busy', 'road', 'on', 'the', 'crosswalk'], ['a', 'woman', 'crosses', 'a', 'street', 'while', 'traffic', 'lines', 'up', 'in', 'the', 'opposite', 'direction'], ['street', 'with', 'traffic', 'with', 'one', 'person', 'in', 'crosswalk', 'two', 'others', 'at', 'corner', 'and', 'one', 'person', 'sitting', 'on', 'ground'], ['woman', 'walking', 'in', 'crosswalk', 'near', 'a', 'busy', 'street']]",a man stands on a sidewalk  a man in a black coat,0.38335183942888473,2.0471667756573244e-308,2.0471667756573244e-308,2.0471667756573244e-308,1.3466796774819026e-231,0.38335183942888473,0.008364040132993852,0.009200444146293237,0.010222715718103592,0.02343404092837612
11,381052465_722e00807b,"[['a', 'firetruck', 'fights', 'a', 'fire'], ['a', 'yellow', 'firetruck', 'is', 'parked', 'next', 'to', 'a', 'fire', 'with', 'a', 'man', 'on', 'a', 'ladder', 'pouring', 'water', 'on', 'it'], ['firefighters', 'putting', 'out', 'a', 'big', 'fire'], ['fireman', 'fighting', 'a', 'fire'], ['people', 'putting', 'out', 'a', 'fire']]",a race car spins on a track,0.42857142857142855,0.16666666666666669,2.2250738585072626e-308,2.2250738585072626e-308,7.711523862191631e-155,0.42857142857142855,0.16666666666666669,0.02,0.025,0.07730551756939454
12,381239475_044cbffa2b,"[['a', 'black', 'dog', 'is', 'swimming', 'while', 'carrying', 'a', 'tennis'], ['a', 'black', 'dog', 'swimming', 'in', 'the', 'water', 'with', 'a', 'tennis', 'ball', 'in', 'his', 'mouth'], ['a', 'black', 'dog', 'swims', 'through', 'the', 'water', 'with', 'a', 'tennis', 'ball', 'in', 'its', 'mouth'], ['a', 'dog', 'swims', 'in', 'water', 'with', 'a', 'blue', 'and', 'green', 'tennis', 'ball', 'in', 'its', 'mouth'], ['a', 'dog', 'with', 'a', 'ball', 'in', 'its', 'mouth', 'swims', 'in', 'the', 'water']]",a black dog jumping into the water,0.5367694950537757,0.37573864653764294,0.1502954586150572,1.6720924800836196e-308,4.744822399347669e-78,0.5367694950537757,0.37573864653764294,0.1502954586150572,0.01878693232688215,0.15447878876032708
13,381275595_b429fd1639,"[['a', 'brown', 'dog', 'is', 'chewing', 'on', 'a', 'bone', 'with', 'a', 'stuffed', 'animal', 'underneath', 'it'], ['a', 'dog', 'chews', 'on', 'a', 'bone'], ['big', 'brown', 'dog', 'chews', 'on', 'bone', 'lying', 'down'], ['big', 'hairy', 'dog', 'chews', 'on', 'a', 'bone', 'while', 'lying', 'on', 'a', 'furry', 'toy'], ['brown', 'dog', 'chews', 'on', 'bone', 'while', 'laying', 'on', 'the', 'rug']]",a woman is playing with a dog in the grass,0.6,0.2222222222222222,2.2250738585072626e-308,2.2250738585072626e-308,9.013778876140909e-155,0.6,0.2222222222222222,0.012500000000000006,0.014285714285714294,0.06985342056580097
14,381514859_b40418d9c3,"[['two', 'small', 'white', 'dogs', 'are', 'in', 'a', 'yard', 'chasing', 'a', 'red', 'ball'], ['two', 'small', 'white', 'dogs', 'chasing', 'after', 'a', 'red', 'ball'], ['two', 'small', 'white', 'dogs', 'chasing', 'a', 'red', 'ball'], ['two', 'west', 'highland', 'terriers', 'chase', 'a', 'red', 'ball'], ['two', 'white', 'dogs', 'chase', 'after', 'a', 'red', 'ball', 'in', 'a', 'yard', 'in', 'front', 'of', 'a', 'white', 'fence']]",a white dog running across a grassy field,0.375,0.14285714285714285,2.2250738585072626e-308,2.2250738585072626e-308,7.176381577237209e-155,0.375,0.14285714285714285,0.01666666666666667,0.02,0.06500593260343691
15,381976882_0063d16d88,"[['four', 'dogs', 'are', 'being', 'walked', 'by', 'two', 'owners'], ['four', 'dogs', 'on', 'leashes', 'walk', 'down', 'a', 'sidewalk'], ['four', 'little', 'dogs', 'on', 'leashes', 'take', 'a', 'walk', 'on', 'a', 'wide', 'path'], ['four', 'small', 'dogs', 'on', 'leashes', 'walking', 'in', 'a', 'park'], ['someone', 'is', 'walking', 'their', 'dogs']]",a man and a dog are running on a beach,0.4,0.11111111111111109,2.2250738585072626e-308,2.2250738585072626e-308,6.8489908526642754e-155,0.4,0.11111111111111109,0.012500000000000006,0.014285714285714294,0.05307712171072445
16,382090166_be2c2c63e1,"[['a', 'white', 'dog', 'and', 'two', 'black', 'dogs', 'playing'], ['a', 'white', 'poodle', 'and', 'black', 'poodles', 'are', 'playing', 'on', 'the', 'grass'], ['a', 'white', 'poodle', 'and', 'two', 'black', 'poodles', 'are', 'playing', 'in', 'the', 'grass', 'on', 'an', 'autumn', 'day'], ['a', 'white', 'poodle', 'is', 'climbing', 'over', 'a', 'black', 'poodle', 'who', 'is', 'in', 'turn', 'climbing', 'over', 'another', 'black', 'poodle'], ['two', 'black', 'dogs', 'and', 'one', 'white', 'dog', 'interact']]",a black dog running through a field of grass,0.5555555555555556,0.12500000000000003,2.2250738585072626e-308,2.2250738585072626e-308,7.657404561915943e-155,0.5555555555555556,0.12500000000000003,0.014285714285714294,0.01666666666666667,0.06376715693797415
17,382151094_c7376cf22b,"[['a', 'boy', 'is', 'putting', 'the', 'cone', 'end', 'of', 'a', 'melting', 'ice', 'cream', 'cone', 'in', 'his', 'mouth'], ['a', 'boy', 'with', 'his', 'eyes', 'closed', 'eats', 'the', 'bottom', 'of', 'an', 'ice', 'cream', 'cone'], ['a', 'young', 'boy', 'eating', 'ice', 'cream'], ['a', 'young', 'boy', 'wearing', 'a', 'big', 'watch', 'eats', 'an', 'ice', 'cream', 'cone'], ['little', 'boy', 'is', 'eating', 'the', 'rest', 'of', 'the', 'ice', 'cream', 'cone', 'from', 'the', 'bottom', 'up']]",a baby in a blue dress and a pink shirt is smiling,0.3333333333333333,2.2250738585072626e-308,2.2250738585072626e-308,2.2250738585072626e-308,1.384292958842266e-231,0.3333333333333333,0.009090909090909096,0.010000000000000004,0.011111111111111112,0.024088562704853513
18,382701159_f98c1988cd,"[['a', 'man', 'fishes', 'in', 'the', 'ocean'], ['a', 'man', 'fly', 'fishes', 'in', 'the', 'ocean'], ['a', 'man', 'fly', 'fishing'], ['a', 'man', 'is', 'fishing', 'in', 'kneehigh', 'waves', 'of', 'water'], ['the', 'person', 'is', 'fishing', 'with', 'waves', 'splashing', 'around', 'him']]",a man and a dog are running in the snow,0.4,0.2222222222222222,2.2250738585072626e-308,2.2250738585072626e-308,8.14486865257726e-155,0.4,0.2222222222222222,0.012500000000000006,0.014285714285714294,0.06311969078225892
19,383223174_7165a54c30,"[['a', 'brown', 'dog', 'plays', 'with', 'a', 'stick'], ['a', 'brown', 'dog', 'wearing', 'a', 'key', 'is', 'playing', 'in', 'the', 'dirt'], ['a', 'lean', 'light', 'brown', 'dog', 'has', 'his', 'head', 'down', 'on', 'the', 'ground', 'playing', 'with', 'a', 'stick'], ['a', 'tan', 'dog', 'rests', 'his', 'head', 'in', 'the', 'sand'], ['two', 'dogs', 'and', 'a', 'person']]",a man in a black and white dog is running in the grass,0.5384615384615384,0.08333333333333333,2.2250738585072626e-308,2.2250738585072626e-308,6.865395738677859e-155,0.5384615384615384,0.08333333333333333,0.009090909090909096,0.010000000000000004,0.04494125428082658
20,384465370_9918873f9a,"[['two', 'cyclists', 'atop', 'a', 'hill', 'as', 'seen', 'from', 'below'], ['two', 'cyclist', 'wearing', 'red', 'shirts', 'going', 'over', 'a', 'red', 'hill'], ['two', 'people', 'in', 'red', 'outfits', 'riding', 'their', 'bicycles', 'down', 'a', 'dirt', 'road'], ['two', 'people', 'ride', 'their', 'bikes', 'down', 'a', 'dirt', 'road'], ['two', 'people', 'riding', 'their', 'bikes', 'on', 'a', 'hill']]",a woman in a red coat and black pants is walking on a snowy path,0.26666666666666666,0.14285714285714285,2.2250738585072626e-308,2.2250738585072626e-308,6.5900678916581e-155,0.26666666666666666,0.14285714285714285,0.007692307692307694,0.008333333333333335,0.039530883746698414
21,384465575_31294122c0,"[['a', 'man', 'and', 'a', 'woman', 'are', 'biking', 'on', 'a', 'sunny', 'day'], ['man', 'and', 'woman', 'cyclists', 'ride', 'pass', 'signs', 'on', 'rural', 'road'], ['two', 'bicyclists', 'ride', 'down', 'a', 'hill'], ['two', 'friends', 'bike', 'down', 'a', 'hill'], ['two', 'people', 'are', 'riding', 'their', 'bicycles', 'on', 'a', 'dirt', 'road']]",a man is riding a bike through the woods,0.49713295378576094,0.11185491460179624,1.991083571408152e-308,1.991083571408152e-308,6.8521466667561e-155,0.49713295378576094,0.11185491460179624,0.01278341881163386,0.014913988613572831,0.05706135914957148
22,384577800_fc325af410,"[['a', 'brown', 'dog', 'carries', 'an', 'object', 'in', 'its', 'mouth', 'on', 'a', 'snowy', 'hillside'], ['a', 'collie', 'running', 'through', 'the', 'snow'], ['a', 'sheltie', 'dog', 'carries', 'a', 'whitecolored', 'toy', 'in', 'its', 'mouth', 'as', 'it', 'walks', 'across', 'the', 'snow'], ['dog', 'with', 'a', 'toy', 'in', 'the', 'snow'], ['the', 'dog', 'wades', 'through', 'deep', 'snow', 'with', 'something', 'in', 'its', 'mouth']]",a dog running through the snow,1.0,0.6,0.5,0.3333333333333333,0.5623413251903491,1.0,0.6,0.5,0.3333333333333333,0.5623413251903491
23,385186343_464f5fc186,"[['a', 'black', 'dog', 'in', 'a', 'pink', 'sweater', 'is', 'up', 'on', 'his', 'hind', 'legs', 'in', 'front', 'of', 'a', 'pink', 'blanket'], ['a', 'dog', 'on', 'two', 'feet', 'wearing', 'a', 'pink', 'sweater'], ['a', 'dog', 'wears', 'a', 'pink', 'sweater'], ['a', 'little', 'puppy', 'wearing', 'a', 'pink', 'sweater', 'jumps'], ['the', 'dog', 'is', 'wearing', 'a', 'pink', 'sweater']]",a woman is sitting on a bench with a dog in the background,0.6153846153846154,0.16666666666666669,2.2250738585072626e-308,2.2250738585072626e-308,8.44152793092278e-155,0.6153846153846154,0.16666666666666669,0.009090909090909096,0.010000000000000004,0.05525870142124495
24,385835044_4aa11f6990,"[['a', 'girl', 'wearing', 'a', 'brown', 'jacket', 'and', 'blue', 'jeans', 'has', 'on', 'some', 'white', 'headphones', 'and', 'is', 'walking'], ['a', 'girl', 'wearing', 'earphones', 'walks', 'past', 'a', 'traffic', 'cone'], ['a', 'woman', 'in', 'black', 'and', 'red', 'listens', 'to', 'an', 'ipod', 'walks', 'down', 'the', 'street'], ['a', 'woman', 'wearing', 'headphones', 'is', 'walking', 'past', 'a', 'road', 'cone'], ['a', 'woman', 'wearing', 'headphones', 'walks', 'down', 'the', 'street']]",a woman in a black coat and black pants is walking on the sidewalk,0.7142857142857143,0.23076923076923078,0.08333333333333333,2.2250738585072626e-308,4.1812223485422183e-78,0.7142857142857143,0.23076923076923078,0.08333333333333333,0.009090909090909096,0.10571070857151538
25,386160015_d4b31df68e,"[['a', 'brown', 'dog', 'playing', 'play', 'wrestling', 'with', 'a', 'black', 'dog', 'on', 'snow', 'covered', 'land'], ['the', 'two', 'dogs', 'are', 'fighting', 'outside', 'in', 'the', 'snow'], ['two', 'brown', 'dogs', 'playing', 'in', 'snow'], ['two', 'dogs', 'are', 'wrestling', 'in', 'a', 'snow', 'covered', 'field'], ['two', 'dogs', 'playing', 'on', 'snow', 'covered', 'ground']]",a man is playing in the water,0.5714285714285714,0.3333333333333333,2.2250738585072626e-308,2.2250738585072626e-308,9.85444998995587e-155,0.5714285714285714,0.3333333333333333,0.02,0.025,0.09878765474230743
26,386470686_1ae9242878,"[['a', 'man', 'crouched', 'in', 'the', 'bare', 'branches', 'of', 'a', 'fallen', 'tree'], ['a', 'man', 'in', 'a', 'white', 'shirt', 'and', 'khaki', 'pants', 'crouches', 'on', 'a', 'fallen', 'tree', 'trunk'], ['a', 'man', 'in', 'tan', 'capris', 'brown', 'sandals', 'and', 'a', 'white', 'tshirt', 'crouches', 'on', 'the', 'trunk', 'of', 'a', 'tree'], ['a', 'man', 'is', 'crouched', 'on', 'top', 'of', 'a', 'horizontal', 'tree'], ['a', 'man', 'sitting', 'in', 'the', 'middle', 'of', 'branches', 'on', 'a', 'fallen', 'tree']]",two men are climbing up a snowy hill  in the background,0.2727272727272727,0.10000000000000002,2.2250738585072626e-308,2.2250738585072626e-308,6.061838450024688e-155,0.2727272727272727,0.10000000000000002,0.011111111111111112,0.012500000000000006,0.04411629359322707
27,386655611_1329495f97,"[['a', 'black', 'dog', 'carries', 'a', 'huge', 'stick', 'in', 'its', 'mouth'], ['a', 'black', 'dog', 'is', 'carrying', 'a', 'huge', 'stick', 'whilst', 'walking', 'in', 'the', 'snow'], ['a', 'dog', 'carries', 'a', 'huge', 'snow', 'covered', 'stick'], ['a', 'dog', 'carries', 'a', 'very', 'large', 'tree', 'branch', 'in', 'the', 'snow'], ['the', 'brown', 'and', 'white', 'dog', 'carries', 'a', 'very', 'large', 'stick', 'across', 'the', 'snow']]",a black dog is running through the water,0.625,0.42857142857142855,0.3333333333333333,0.2,0.3655552228545123,0.625,0.42857142857142855,0.3333333333333333,0.2,0.3655552228545123
28,386656845_4e77c3e3da,"[['a', 'black', 'dog', 'and', 'a', 'brown', 'dog', 'are', 'standing', 'next', 'to', 'each', 'other', 'in', 'the', 'snow'], ['a', 'little', 'tan', 'dog', 'is', 'in', 'confrontation', 'with', 'a', 'large', 'black', 'dog', 'in', 'the', 'snow'], ['a', 'scruffy', 'golden', 'dog', 'meeting', 'a', 'black', 'doberman', 'in', 'the', 'snow'], ['two', 'dogs', 'in', 'the', 'snow'], ['two', 'dogs', 'standing', 'in', 'snow']]",two dogs are running through the water,0.5714285714285714,0.16666666666666669,2.2250738585072626e-308,2.2250738585072626e-308,8.286571670851008e-155,0.5714285714285714,0.16666666666666669,0.02,0.025,0.08307018474412793
29,387078972_514a38dc33,"[['a', 'dog', 'walking', 'along', 'the', 'side', 'of', 'a', 'house', 'in', 'the', 'snow'], ['a', 'white', 'dog', 'is', 'walking', 'by', 'a', 'building', 'in', 'the', 'snow'], ['a', 'white', 'dog', 'next', 'to', 'a', 'basement', 'window'], ['a', 'white', 'dog', 'walking', 'on', 'some', 'rocks', 'along', 'a', 'house', 'in', 'the', 'snow'], ['a', 'white', 'dog', 'walks', 'in', 'the', 'snow']]",a dog running through the snow,0.5643211499270759,0.33859268995624564,1.8834843577582417e-308,1.8834843577582417e-308,9.073649206312902e-155,0.5643211499270759,0.33859268995624564,0.021162043122265353,0.0282160574963538,0.10335094640592336
30,387830531_e89c192b92,"[['a', 'brown', 'dog', 'about', 'to', 'jump', 'on', 'a', 'smaller', 'black', 'and', 'tan', 'dog'], ['large', 'dog', 'playing', 'with', 'smaller', 'dog'], ['two', 'dogs', 'are', 'playing', 'together', 'outside'], ['two', 'dogs', 'playing', 'in', 'the', 'grass', 'with', 'an', 'adult', 'nearby'], ['two', 'dogs', 'playing', 'with', 'each', 'other']]",a brown dog running with a brown dog,0.75,0.2857142857142857,0.16666666666666669,2.2250738585072626e-308,5.30941411456236e-78,0.75,0.2857142857142857,0.16666666666666669,0.02,0.16348126556655487
31,387974450_bcd205daac,"[['a', 'black', 'dog', 'runs', 'along', 'a', 'field', 'where', 'black', 'birds', 'are', 'beginning', 'to', 'fly'], ['a', 'dark', 'colored', 'dog', 'running', 'in', 'a', 'field', 'with', 'multilple', 'birds', 'in', 'the', 'background'], ['a', 'dog', 'runs', 'at', 'birds', 'taking', 'flight'], ['a', 'grey', 'dog', 'chases', 'a', 'bunch', 'of', 'crows', 'a', 'river', 'in', 'the', 'background'], ['the', 'dog', 'chases', 'the', 'birds', 'in', 'the', 'field']]",a dog running through a field of grass,0.75,0.42857142857142855,2.2250738585072626e-308,2.2250738585072626e-308,1.1231644147255971e-154,0.75,0.42857142857142855,0.01666666666666667,0.02,0.10173978273092252
32,388386075_9ac3a89ada,"[['a', 'boy', 'plays', 'with', 'a', 'train', 'set'], ['a', 'boy', 'takes', 'off', 'his', 'glasses', 'while', 'playing', 'with', 'his', 'toy', 'trains'], ['a', 'little', 'boy', 'is', 'playing', 'with', 'some', 'trains'], ['a', 'small', 'child', 'wearing', 'a', 'blue', 'shirt', 'playing', 'with', 'his', 'glasses'], ['a', 'young', 'boy', 'pulling', 'down', 'his', 'eye', 'glasses', 'and', 'looking', 'a', 'toy', 'trains']]",a little girl in a pink dress and pink boots is running through a field,0.3333333333333333,0.07142857142857141,2.2250738585072626e-308,2.2250738585072626e-308,5.859491021246916e-155,0.3333333333333333,0.07142857142857141,0.007692307692307694,0.008333333333333335,0.03514847831369806
33,389643437_9a9830a3ba,"[['a', 'girl', 'in', 'a', 'white', 'cap', 'eats', 'a', 'slice', 'of', 'fruit', 'next', 'to', 'a', 'girl', 'in', 'a', 'blue', 'cap', 'who', 'is', 'eating', 'chocolate'], ['one', 'young', 'girl', 'eats', 'fruit', 'while', 'another', 'eats', 'chocolate'], ['two', 'children', 'taking', 'in', 'a', 'snack'], ['two', 'girls', 'sitting', 'in', 'the', 'grass', 'wearing', 'hats', 'eat', 'snacks'], ['two', 'girls', 'with', 'baseball', 'caps', 'are', 'eating', 'a', 'snack', 'outside']]",a little girl in a pink dress and pink pants running through a field,0.3571428571428572,0.15384615384615385,0.08333333333333333,2.2250738585072626e-308,3.1770419500663857e-78,0.3571428571428572,0.15384615384615385,0.08333333333333333,0.009090909090909096,0.08032276872815308
34,390360326_26f5936189,"[['a', 'brown', 'dog', 'is', 'carrying', 'a', 'toy', 'in', 'the', 'snow'], ['a', 'dog', 'running', 'with', 'something', 'in', 'its', 'mouth'], ['a', 'dog', 'runs', 'across', 'the', 'snow'], ['a', 'dog', 'with', 'a', 'frisbie', 'in', 'his', 'mouth', 'is', 'running', 'in', 'a', 'snowy', 'field'], ['tan', 'dog', 'with', 'a', 'toy', 'running', 'in', 'the', 'snow']]",a dog running in the snow,1.0,1.0,0.75,0.3333333333333333,0.7071067811865475,1.0,1.0,0.75,0.3333333333333333,0.7071067811865475
35,390671130_09fdccd52f,"[['a', 'black', 'and', 'white', 'dog', 'stands', 'on', 'the', 'grass', 'with', 'a', 'baseball', 'in', 'his', 'mouth'], ['a', 'closeup', 'of', 'a', 'small', 'black', 'and', 'white', 'dog', 'with', 'a', 'baseball', 'in', 'its', 'mouth'], ['black', 'and', 'white', 'dog', 'holding', 'a', 'baseball', 'in', 'mouth'], ['brown', 'and', 'white', 'dog', 'with', 'baseball', 'in', 'mouth', 'field', 'and', 'building'], ['brown', 'and', 'white', 'dog', 'with', 'a', 'baseball', 'in', 'its', 'mouth']]",a dog running across the grass,0.4043537731417556,0.1213061319425267,1.3495755153097447e-308,1.3495755153097447e-308,5.467133248249545e-155,0.4043537731417556,0.1213061319425267,0.015163266492815837,0.02021768865708778,0.06227190212960362
36,390986651_c801db91a0,"[['a', 'person', 'peaks', 'their', 'head', 'out', 'of', 'a', 'tent', 'set', 'up', 'in', 'a', 'snowy', 'field'], ['a', 'woman', 'emerges', 'from', 'her', 'snow', 'covered', 'tent'], ['a', 'woman', 'sticking', 'her', 'head', 'out', 'of', 'her', 'tent', 'on', 'the', 'side', 'of', 'a', 'snowy', 'moutnain'], ['a', 'woman', 'wearing', 'glasses', 'and', 'a', 'hat', 'pokes', 'her', 'head', 'through', 'the', 'door', 'of', 'a', 'tent', 'on', 'a', 'snowy', 'day'], ['the', 'camper', 'opens', 'up', 'to', 'see', 'snow', 'all', 'around']]",a group of people sit on a bench,0.5,0.14285714285714285,2.2250738585072626e-308,2.2250738585072626e-308,7.711523862191631e-155,0.5,0.14285714285714285,0.01666666666666667,0.02,0.06985342056580097
