,id,prediction,mean_cosine_score,ref_cap_1,cos_scr_1,ref_cap_2,cos_scr_2,ref_cap_3,cos_scr_3,ref_cap_4,cos_scr_4,ref_cap_5,cos_scr_5
48,393810324_1c33760a95,a black dog and a brown dog are playing with a toy,0.3279013363577118,a large black dog and a small brown dog are playing in the house,0.7054496824148256,a large black dog has his paw on a small brown dog,0.3466611962300982,a large black dog relaxes while a small brown dog investigates nearby a doorway,0.31633583831384704,two dogs play together,0.0,two dogs tussling on a dog bed  with a french door and a persian rug in the background,0.271059964829788
49,393958545_48c17c66d1,a black dog running in a field,0.30481387914665753,a black lab is running in a race,0.5759762964608186,a shiny black dog runs on the grass during a bright and sunny day,0.12706070477009135,the big  black  running dog is wearing a strap around its chest,0.23068974938165904,the black dog is running through the clearing,0.3119480128518273,the large black dog is running through a grassy area,0.2783946322688913
50,393987665_91d28f0ed0,a man is standing in a field of tulips,0.14467247832913854,a woman at an outdoor food stand,0.0,a woman makes a purchase at an outdoor vendor,0.0,the woman in the red jacket looks as if she was buying something from the open air vendor,0.1201141313468212,the woman is purchasing a product,0.39521651682902276,woman in red coat buying something from a street vendor,0.20803174346984876
51,394136487_4fc531b33a,a woman in a red shirt and blue jeans is jumping on a trampoline,0.1255521187673344,a firefighter preparing to put a car fire out,0.0,a firefighter responding to a car fire,0.0,a fireman pulling out a firehose next to a blue car engulfed in flames,0.3982468821957427,the firefighter has a hose ready to tackle a car fire,0.0,the fireman is pulling the hose to a car fire,0.22951371164092935
52,394161692_2576920777,a group of people sit on a bench,0.09195041405706475,a couple shopping for plants and flowers,0.0,man in brown jacket with his arm around person in black jacket at flower shop,0.0,people are waiting outside a lawn and garden seller,0.25563969043970936,the man has his arm around the woman in a flower market,0.0,the man has his arm on the woman as they shop in an outdoor market,0.20411237984561442
53,394463341_5311c53783,a man is playing with a dog in the snow,0.20386581605745385,a dog on a leash jumps over a stone wall,0.08972766370881156,a dog on a leash tries to get over a rock wall,0.06904332016209637,a dog owner watches their dog climb over the rocky outline of a walking path,0.31670038932379063,dog on a red leash with a woman,0.3529570974411781,grey and white dog with red harness and leash going over a stone wall,0.19090060965139263
54,394563330_68b566368c,a group of children in a <unk> <unk>,0.1472735001366023,a chinese dragon at a,0.0,a man stands between two flags and behind another man carrying a dragon mask,0.0,an asian man is carrying a green flag whilst leading a carnival dragon in a parade,0.2328014508885568,an elderly asian man is bearing a green flag in a dragon parade,0.26019697423743965,asian woman holding flag with costume dragon in the background,0.24336907555701495
55,395461421_c586b136de,two girls are playing soccer on a field,0.14074245367533175,a group of teenage boys on a road jumping joyfully,0.14816072525286506,four boys running and jumping,0.0,four kids jumping on the street with a blue car in the back,0.11682082081394622,four young men are running on a street and jumping for joy,0.43873072230984744,sveral young man jumping down the street,0.0
56,396179143_e1511336e1,a dog jumping through the air,0.3167776519086726,a golden retriever on a leash moves through snow,0.2710986080592423,a large golden retriever on a leash standing in the snow,0.1641377025398592,a tan dog on a leash walks in the snow,0.36183655558773753,tan dog on lead standing on surface covered with white snow,0.12837483345100384,the small dog on the leash is walking through the snow,0.6584405599055199
57,396360611_941e5849a3,a man and a woman are sitting on a rock overlooking a valley,0.22456579686644762,a man stands alone on the rocks,0.3363441701608483,a man stands on a rocky cliff overlooking a body of water,0.6014291433670309,a person is standing on jagged rocks above the water below,0.06286837621769598,a person with a backpack stands on a rocky bank beside a body of water,0.06429771774839907,person standing on rocky edge of water with hilly land in background,0.05788957683826383
58,396763804_3b7f1e12a8,a brown and white dog is jumping up to catch a ball,0.20909293979293198,a black and white dog is running through the sand on a beach,0.5769963698283745,a brown dog with white paws running on the beach,0.46846832913628533,there are two dogs running on the beach outside,0.0,two dogs are playing on the beach together,0.0,two dogs run along a beach,0.0
59,397286183_745abbf40d,a man and a woman smile for the camera,0.2837072619059634,a man in a blue jacket widely opens his big blue eyes as a man behind him closes his eyes as he covers his mouth,0.06970411297706988,a man wearing a blue jacket looks at the camera,0.33613858843455974,a startled man wearing a blue jacket is looking at the camera,0.28858533012480314,a wide eyed guy in a blue jacket is holding a beer and standing next to a guy holding his nose,0.13112940673138532,man in blue is posing for the camera,0.5929788712619991
60,397451339_76a84bd310,a woman in a black coat and black pants is walking on a sidewalk,0.26422021976590665,a girl is standing and another one is sitting by a tree,0.4396630843375191,one girl sitting down reading and another girl standing in front of her,0.23529689270314624,one girl sitting on a nech near a tree while another stands next to her on the sidewalk,0.32515340070670795,two people on a street  one sitting on the planter surrounding a tree,0.21827710930164587,two women  one sitting and one standing  near a tree,0.1027106117805144
61,397547349_1fd14b95af,a woman and a dog are standing in a grassy field,0.13036048673415873,a man walking a small white and a big white dog on leashes,0.3732110100765493,a man walking down a sidewalk with  dogs on leashes,0.0,a man walking two dogs down a street,0.0,a man walks two dogs in the city,0.2785914235942443,a man walks two dogs on leashes down the street,0.0
62,397601572_9587a39291,a woman and a man smile for the camera,0.16548623203730614,the back of two men s heads riding on a train,0.2141405917892155,the backs of the heads of two men that are plugging their ears while riding the subway,0.36426207281693773,two guys are sharing headphones and are listening to music on a subway,0.2490284955803776,two men on a busy subway  seen from behind,0.0,two people sitting together on a subway listening to earphones,0.0
63,397725001_e51f7c391c,two girls in black clothes are having a conversation,0.07033217455586202,a man attached to strings is watched by a crowd,0.0,a man stands below a crowd,0.0,people on a cruise ship deck  and overlooking the deck,0.0,people stand on the balcony and deck of a boat,0.0,the people on the balcony are controlling the man in the white shorts like a puppet,0.35166087277931013
64,397815951_3b02090324,a black and white dog is jumping up to catch a ball,0.23227990471255122,a dog s mouth opens to expose its sharp teeth,0.2322802805924526,a dog tries to bite another dog,0.3764613837890757,two black and white dogs fighting with each other,0.552657859181228,two dogs play on the wooden floor inside,0.0,two dogs play with each other on a wood floor,0.0
65,397982550_cf9f5cdb74,a man and woman walk on a sidewalk,0.21613913493527342,a bald man stands in a snowy side street,0.08271471644234171,a bald man wearing a jacket looks at icy sidewalk,0.41257026655466167,a man is standing on an icy street with a building beside him,0.1812118393794695,a man wearing a gray coat looks to the right on a snowy street,0.19193008118493415,a man wearing a grey jacket standing on the side of a street,0.21226877111496012
66,398413603_166896900f,a dog jumping over a hurdle,0.17973897889736815,a small white dog jumping to catch a tennis ball,0.582384639746439,a small white dog stands on one leg to catch a ball,0.0839129914170558,a white dog is in the air with a ball in its mouth,0.07644140258249348,a white dog is leaping into the air to catch a ball in its mouth,0.07627643533556233,a white dog with a black collar jumps up to catch a tennis ball,0.07967942540529019
67,398662202_97e5819b79,a little girl in a pink dress and pink boots is running through a field,0.10836709297825142,one child reaches up for something while another stands beside him,0.0,one child with a colourful toy and another child reaching up,0.2375807041371607,two babies in sweaters playing with a toy,0.30425476075409635,two children have expressions of happiness as they reach for something out of sight,0.0,two kids playing on a street,0.0
68,399212516_d68046b277,a group of men in black uniforms are posing for a picture,0.19970908055898948,a military man says hello to a group of children waving american flags,0.34809091844026935,a veteran in a brown uniform at a parade with children and american flags,0.1068249182222116,military official greets children who are waving american flags,0.205367046858853,the man in the military uniform greets children waving american flags,0.10637451144848832,young children waving american flags for a soldier,0.23188800782512523
69,399246804_b4b5dc70e1,a dog jumps to catch a ball in a grassy field,0.24475682015402822,a black dachshund sniffs another dog wearing a striped shirt,0.14189648387303788,a dog wearing a striped sweater touches noses with another dog,0.2685526035718069,a white dog wearing a zepra print shirt is nose to nose with a black dog wearing a pink collar,0.3553814767408815,a white dog with a sweater on and a black and brown dog touching noses,0.19345860157166064,two dogs meeting nose to nose,0.2644949350127543
70,399679638_d3036da331,a dog running through the snow,0.34544133026846086,a brown dog and a gray dog are playing in the snow,0.6790233715947758,dogs play in the snow,0.29321869117325167,two dogs are wrestling on the ground in the snow,0.2349766017260525,two dogs playing in the snow,0.2599939934241122,two dogs play in the snow,0.2599939934241122
71,400562847_e15aba0aac,two dogs are running through the snow,0.29153890279026723,a brown dog carries something in his mouth while walking through snow,0.35536200363535897,a darkcolored dog walking across snow with something in its mouth,0.10719159533631326,a dog carries an object in the snow,0.3612444773786384,a dog walks through the snow while blindfolded carrying something in his mouth,0.45861526649892637,the brown dog has an object in his mouth,0.17528117110209926
72,400851260_5911898657,a boy in a red coat and a black dog in snow,0.22238204620259286,a man is shoveling snow during a sunrise,0.11409275075311527,a man stands in the snow as the sun sets,0.28955755221806206,a mist overshadows a man in winter gear and the winter landscape in front of him,0.4066400253476031,a person stands in a snowy area looking down,0.20170492917315144,man walking through the deep snow at dusk,0.09991497352103255
73,401079494_562454c4d6,a black dog running in a field,0.20746545692255092,a black and gray dog,0.6166363034026187,two black dogs fight,0.13834037608385105,two black poodles fighting,0.13834037608385105,two black poodles playfully tussle on a grassy  manicured lawn,0.0764146236859631,two small black dogs facing each other with their mouths open,0.06759560535647066
74,401476986_73918145a3,a man is running in the grass,0.20369332903089926,a big dog is running in the grassy field with woods behind him,0.5512709343674851,a dog runs across the land,0.19091868713481966,a german shepherd jumping in midair,0.13813851182609577,a german shepherd leaps in midair,0.13813851182609577,black and brown dog runs through field,0.0
75,403523132_73b9a1a4b3,a dog running through a field,0.15040012967840174,a dog is about to get a ball that is on orange carpet,0.2030070190202762,a dog on wood floor is staring at a yellow ball that is lying on orange carpet,0.17118356421540137,a little brown dog stares at a tennis ball on an orange carpet,0.23009529942724163,puppy playing with a tennis ball on an orange rug,0.0,the dog crouched on the orange rug and stared at the tennis ball,0.14771476572908965
76,403678611_73978faed7,two men sit on a bench,0.12408103736137406,a man in a cap with a goatee leans against the window and reads a magazine,0.0,a man sitting on an empty train,0.243553734479568,a man with a black hat and black beard is reading a magazine sitting on a blue bench,0.3768514523273023,a man with a hat sits in a booth and reads,0.0,the man reading a magazine is sitting in the large room,0.0
77,404216567_75b50b5a36,a woman in a black coat and black pants is walking on the sidewalk,0.27153517505127583,a person in uniform is standing in front of a toll bridge,0.27020347626919583,a woman in a bright safety jacket is standing next to large pipes,0.25878693716597523,a woman wearing a fluorecent safety jacket stands near equipment,0.0630687070096227,a woman wearing a neon jacket standing next to a large machine,0.06448815597124478,the woman is wearing a yellow jacket and blue pants,0.7011285988403405
78,404702274_fa8b3fe378,a dog running through the snow,0.2964552545477949,a black and white dog is leaping from a snowy path,0.08098511162096352,a brown and white dog jumps in the air to catch a snowball,0.2613958787565607,a dog jumps up and tries to catch a lump of snow,0.24914505473854165,dog jumping to catch falling snow out in the woods,0.41045976433253,the white and brown dog leaps into the air  above snow covered ground,0.4802904632903789
79,404850242_3a55a4c874,a woman in a black coat and a brown dog are standing in a grassy field,0.20942264567973917,an asian lady in a red jacket taking a photo,0.2898526141389539,an asian woman is taking a photograph outside a white columned building,0.06125638773276948,an older dark haired woman is taking a picture,0.07285298149658159,a woman in a red coat takes a picture near marble columns at twilight,0.41159987019286853,a woman wearing a red coat begins to take a picture,0.21155137483752234
80,404890608_33f138aefa,a woman is playing with a dog on a leash,0.14113077249266018,a group of young boys fight over a bag of trash,0.0,three boys are struggling with one another and reaching for bag of litter,0.11927152181973975,three boys standing in a yard with a bunch of paper,0.14830883935665481,three people are outside with something on the grass,0.43807350128690636,two boys  surrounded by paper pieces  hold a third boys shirt to prevent him from grabbing a bag,0.0
81,405051459_3b3a3ba5b3,a woman in a red coat and black pants is walking on the sidewalk,0.3428148482332552,a lady standing outside a street with a red purse and scarf on,0.22004963407529038,a person dressed in red and black outside a cracked wall,0.2531472076827025,a woman is walking with a red bag,0.5037557840153198,a woman standing by a car in a garage dressed for winter weather in a red knit scarf  black gloves and hat and red handbag,0.2987199059339805,the woman wears a blue coat  black hat  and red scarf  while holding a red bag,0.43840170945898266
