,id,prediction,mean_cosine_score,ref_cap_1,cos_scr_1,ref_cap_2,cos_scr_2,ref_cap_3,cos_scr_3,ref_cap_4,cos_scr_4,ref_cap_5,cos_scr_5
10,380590140_25b9889772,a man stands on a sidewalk  a man in a black coat,0.37420549988746643,"['a', 'busy', 'highway', 'scene', 'with', 'a', 'woman', 'crossing', 'a', 'crosswalk', 'on', 'the', 'left']",0.5567737817764282,"['a', 'lady', 'crosses', 'a', 'busy', 'road', 'on', 'the', 'crosswalk']",0.52987140417099,"['a', 'woman', 'crosses', 'a', 'street', 'while', 'traffic', 'lines', 'up', 'in', 'the', 'opposite', 'direction']",0.4072968661785126,"['street', 'with', 'traffic', 'with', 'one', 'person', 'in', 'crosswalk', 'two', 'others', 'at', 'corner', 'and', 'one', 'person', 'sitting', 'on', 'ground']",0.03739742562174797,"['woman', 'walking', 'in', 'crosswalk', 'near', 'a', 'busy', 'street']",0.3396880626678467
11,381052465_722e00807b,a race car spins on a track,0.384258896112442,"['a', 'firetruck', 'fights', 'a', 'fire']",0.5176317691802979,"['a', 'yellow', 'firetruck', 'is', 'parked', 'next', 'to', 'a', 'fire', 'with', 'a', 'man', 'on', 'a', 'ladder', 'pouring', 'water', 'on', 'it']",0.5325639843940735,"['firefighters', 'putting', 'out', 'a', 'big', 'fire']",0.31133222579956055,"['fireman', 'fighting', 'a', 'fire']",0.2778470814228058,"['people', 'putting', 'out', 'a', 'fire']",0.2819194793701172
12,381239475_044cbffa2b,a black dog jumping into the water,0.44009384512901306,"['a', 'black', 'dog', 'is', 'swimming', 'while', 'carrying', 'a', 'tennis']",0.4245290756225586,"['a', 'black', 'dog', 'swimming', 'in', 'the', 'water', 'with', 'a', 'tennis', 'ball', 'in', 'his', 'mouth']",0.4664393663406372,"['a', 'black', 'dog', 'swims', 'through', 'the', 'water', 'with', 'a', 'tennis', 'ball', 'in', 'its', 'mouth']",0.5090452432632446,"['a', 'dog', 'swims', 'in', 'water', 'with', 'a', 'blue', 'and', 'green', 'tennis', 'ball', 'in', 'its', 'mouth']",0.34034478664398193,"['a', 'dog', 'with', 'a', 'ball', 'in', 'its', 'mouth', 'swims', 'in', 'the', 'water']",0.46011078357696533
13,381275595_b429fd1639,a woman is playing with a dog in the grass,0.29721859097480774,"['a', 'brown', 'dog', 'is', 'chewing', 'on', 'a', 'bone', 'with', 'a', 'stuffed', 'animal', 'underneath', 'it']",0.6009023785591125,"['a', 'dog', 'chews', 'on', 'a', 'bone']",0.44093209505081177,"['big', 'brown', 'dog', 'chews', 'on', 'bone', 'lying', 'down']",0.05104810371994972,"['big', 'hairy', 'dog', 'chews', 'on', 'a', 'bone', 'while', 'lying', 'on', 'a', 'furry', 'toy']",0.29300448298454285,"['brown', 'dog', 'chews', 'on', 'bone', 'while', 'laying', 'on', 'the', 'rug']",0.10020573437213898
14,381514859_b40418d9c3,a white dog running across a grassy field,0.2673867344856262,"['two', 'small', 'white', 'dogs', 'are', 'in', 'a', 'yard', 'chasing', 'a', 'red', 'ball']",0.37203824520111084,"['two', 'small', 'white', 'dogs', 'chasing', 'after', 'a', 'red', 'ball']",0.2803414463996887,"['two', 'small', 'white', 'dogs', 'chasing', 'a', 'red', 'ball']",0.28368112444877625,"['two', 'west', 'highland', 'terriers', 'chase', 'a', 'red', 'ball']",0.026852229610085487,"['two', 'white', 'dogs', 'chase', 'after', 'a', 'red', 'ball', 'in', 'a', 'yard', 'in', 'front', 'of', 'a', 'white', 'fence']",0.374020516872406
15,381976882_0063d16d88,a man and a dog are running on a beach,0.27515509724617004,"['four', 'dogs', 'are', 'being', 'walked', 'by', 'two', 'owners']",0.1341666281223297,"['four', 'dogs', 'on', 'leashes', 'walk', 'down', 'a', 'sidewalk']",0.41705095767974854,"['four', 'little', 'dogs', 'on', 'leashes', 'take', 'a', 'walk', 'on', 'a', 'wide', 'path']",0.4537453055381775,"['four', 'small', 'dogs', 'on', 'leashes', 'walking', 'in', 'a', 'park']",0.3125632107257843,"['someone', 'is', 'walking', 'their', 'dogs']",0.0582493394613266
16,382090166_be2c2c63e1,a black dog running through a field of grass,0.2862761318683624,"['a', 'white', 'dog', 'and', 'two', 'black', 'dogs', 'playing']",0.3813444674015045,"['a', 'white', 'poodle', 'and', 'black', 'poodles', 'are', 'playing', 'on', 'the', 'grass']",0.35741183161735535,"['a', 'white', 'poodle', 'and', 'two', 'black', 'poodles', 'are', 'playing', 'in', 'the', 'grass', 'on', 'an', 'autumn', 'day']",0.33816614747047424,"['a', 'white', 'poodle', 'is', 'climbing', 'over', 'a', 'black', 'poodle', 'who', 'is', 'in', 'turn', 'climbing', 'over', 'another', 'black', 'poodle']",0.3099517226219177,"['two', 'black', 'dogs', 'and', 'one', 'white', 'dog', 'interact']",0.04450643062591553
17,382151094_c7376cf22b,a baby in a blue dress and a pink shirt is smiling,0.21815216541290283,"['a', 'boy', 'is', 'putting', 'the', 'cone', 'end', 'of', 'a', 'melting', 'ice', 'cream', 'cone', 'in', 'his', 'mouth']",0.36949586868286133,"['a', 'boy', 'with', 'his', 'eyes', 'closed', 'eats', 'the', 'bottom', 'of', 'an', 'ice', 'cream', 'cone']",0.13498994708061218,"['a', 'young', 'boy', 'eating', 'ice', 'cream']",0.2281877100467682,"['a', 'young', 'boy', 'wearing', 'a', 'big', 'watch', 'eats', 'an', 'ice', 'cream', 'cone']",0.32721877098083496,"['little', 'boy', 'is', 'eating', 'the', 'rest', 'of', 'the', 'ice', 'cream', 'cone', 'from', 'the', 'bottom', 'up']",0.030868489295244217
18,382701159_f98c1988cd,a man and a dog are running in the snow,0.4074467122554779,"['a', 'man', 'fishes', 'in', 'the', 'ocean']",0.6074154376983643,"['a', 'man', 'fly', 'fishes', 'in', 'the', 'ocean']",0.55808424949646,"['a', 'man', 'fly', 'fishing']",0.39433741569519043,"['a', 'man', 'is', 'fishing', 'in', 'kneehigh', 'waves', 'of', 'water']",0.35286420583724976,"['the', 'person', 'is', 'fishing', 'with', 'waves', 'splashing', 'around', 'him']",0.12453219294548035
19,383223174_7165a54c30,a man in a black and white dog is running in the grass,0.41697683930397034,"['a', 'brown', 'dog', 'plays', 'with', 'a', 'stick']",0.32782667875289917,"['a', 'brown', 'dog', 'wearing', 'a', 'key', 'is', 'playing', 'in', 'the', 'dirt']",0.6235883235931396,"['a', 'lean', 'light', 'brown', 'dog', 'has', 'his', 'head', 'down', 'on', 'the', 'ground', 'playing', 'with', 'a', 'stick']",0.33124709129333496,"['a', 'tan', 'dog', 'rests', 'his', 'head', 'in', 'the', 'sand']",0.506278395652771,"['two', 'dogs', 'and', 'a', 'person']",0.29594361782073975
20,384465370_9918873f9a,a woman in a red coat and black pants is walking on a snowy path,0.23648495972156525,"['two', 'cyclists', 'atop', 'a', 'hill', 'as', 'seen', 'from', 'below']",0.2393978387117386,"['two', 'cyclist', 'wearing', 'red', 'shirts', 'going', 'over', 'a', 'red', 'hill']",0.24045267701148987,"['two', 'people', 'in', 'red', 'outfits', 'riding', 'their', 'bicycles', 'down', 'a', 'dirt', 'road']",0.26816993951797485,"['two', 'people', 'ride', 'their', 'bikes', 'down', 'a', 'dirt', 'road']",0.15145838260650635,"['two', 'people', 'riding', 'their', 'bikes', 'on', 'a', 'hill']",0.2829459309577942
21,384465575_31294122c0,a man is riding a bike through the woods,0.28352299332618713,"['a', 'man', 'and', 'a', 'woman', 'are', 'biking', 'on', 'a', 'sunny', 'day']",0.494737446308136,"['man', 'and', 'woman', 'cyclists', 'ride', 'pass', 'signs', 'on', 'rural', 'road']",0.0898381844162941,"['two', 'bicyclists', 'ride', 'down', 'a', 'hill']",0.22386978566646576,"['two', 'friends', 'bike', 'down', 'a', 'hill']",0.39002397656440735,"['two', 'people', 'are', 'riding', 'their', 'bicycles', 'on', 'a', 'dirt', 'road']",0.21914555132389069
22,384577800_fc325af410,a dog running through the snow,0.5431098937988281,"['a', 'brown', 'dog', 'carries', 'an', 'object', 'in', 'its', 'mouth', 'on', 'a', 'snowy', 'hillside']",0.31123533844947815,"['a', 'collie', 'running', 'through', 'the', 'snow']",0.8354377150535583,"['a', 'sheltie', 'dog', 'carries', 'a', 'whitecolored', 'toy', 'in', 'its', 'mouth', 'as', 'it', 'walks', 'across', 'the', 'snow']",0.4477458894252777,"['dog', 'with', 'a', 'toy', 'in', 'the', 'snow']",0.5959410071372986,"['the', 'dog', 'wades', 'through', 'deep', 'snow', 'with', 'something', 'in', 'its', 'mouth']",0.5251895189285278
23,385186343_464f5fc186,a woman is sitting on a bench with a dog in the background,0.4748538136482239,"['a', 'black', 'dog', 'in', 'a', 'pink', 'sweater', 'is', 'up', 'on', 'his', 'hind', 'legs', 'in', 'front', 'of', 'a', 'pink', 'blanket']",0.59239661693573,"['a', 'dog', 'on', 'two', 'feet', 'wearing', 'a', 'pink', 'sweater']",0.4418860673904419,"['a', 'dog', 'wears', 'a', 'pink', 'sweater']",0.5124541521072388,"['a', 'little', 'puppy', 'wearing', 'a', 'pink', 'sweater', 'jumps']",0.3686982989311218,"['the', 'dog', 'is', 'wearing', 'a', 'pink', 'sweater']",0.45883381366729736
24,385835044_4aa11f6990,a woman in a black coat and black pants is walking on the sidewalk,0.3637057840824127,"['a', 'girl', 'wearing', 'a', 'brown', 'jacket', 'and', 'blue', 'jeans', 'has', 'on', 'some', 'white', 'headphones', 'and', 'is', 'walking']",0.4065665304660797,"['a', 'girl', 'wearing', 'earphones', 'walks', 'past', 'a', 'traffic', 'cone']",0.2130984365940094,"['a', 'woman', 'in', 'black', 'and', 'red', 'listens', 'to', 'an', 'ipod', 'walks', 'down', 'the', 'street']",0.5096629858016968,"['a', 'woman', 'wearing', 'headphones', 'is', 'walking', 'past', 'a', 'road', 'cone']",0.4334713816642761,"['a', 'woman', 'wearing', 'headphones', 'walks', 'down', 'the', 'street']",0.25572946667671204
25,386160015_d4b31df68e,a man is playing in the water,0.3179234564304352,"['a', 'brown', 'dog', 'playing', 'play', 'wrestling', 'with', 'a', 'black', 'dog', 'on', 'snow', 'covered', 'land']",0.28531157970428467,"['the', 'two', 'dogs', 'are', 'fighting', 'outside', 'in', 'the', 'snow']",0.40472251176834106,"['two', 'brown', 'dogs', 'playing', 'in', 'snow']",0.36294156312942505,"['two', 'dogs', 'are', 'wrestling', 'in', 'a', 'snow', 'covered', 'field']",0.29936325550079346,"['two', 'dogs', 'playing', 'on', 'snow', 'covered', 'ground']",0.2372783124446869
26,386470686_1ae9242878,two men are climbing up a snowy hill  in the background,0.3043793737888336,"['a', 'man', 'crouched', 'in', 'the', 'bare', 'branches', 'of', 'a', 'fallen', 'tree']",0.3222220838069916,"['a', 'man', 'in', 'a', 'white', 'shirt', 'and', 'khaki', 'pants', 'crouches', 'on', 'a', 'fallen', 'tree', 'trunk']",0.272480309009552,"['a', 'man', 'in', 'tan', 'capris', 'brown', 'sandals', 'and', 'a', 'white', 'tshirt', 'crouches', 'on', 'the', 'trunk', 'of', 'a', 'tree']",0.325673907995224,"['a', 'man', 'is', 'crouched', 'on', 'top', 'of', 'a', 'horizontal', 'tree']",0.27657896280288696,"['a', 'man', 'sitting', 'in', 'the', 'middle', 'of', 'branches', 'on', 'a', 'fallen', 'tree']",0.32494163513183594
27,386655611_1329495f97,a black dog is running through the water,0.33577489852905273,"['a', 'black', 'dog', 'carries', 'a', 'huge', 'stick', 'in', 'its', 'mouth']",0.3137929439544678,"['a', 'black', 'dog', 'is', 'carrying', 'a', 'huge', 'stick', 'whilst', 'walking', 'in', 'the', 'snow']",0.4985026717185974,"['a', 'dog', 'carries', 'a', 'huge', 'snow', 'covered', 'stick']",0.24173131585121155,"['a', 'dog', 'carries', 'a', 'very', 'large', 'tree', 'branch', 'in', 'the', 'snow']",0.292122483253479,"['the', 'brown', 'and', 'white', 'dog', 'carries', 'a', 'very', 'large', 'stick', 'across', 'the', 'snow']",0.33272501826286316
28,386656845_4e77c3e3da,two dogs are running through the water,0.22784121334552765,"['a', 'black', 'dog', 'and', 'a', 'brown', 'dog', 'are', 'standing', 'next', 'to', 'each', 'other', 'in', 'the', 'snow']",0.1318412721157074,"['a', 'little', 'tan', 'dog', 'is', 'in', 'confrontation', 'with', 'a', 'large', 'black', 'dog', 'in', 'the', 'snow']",0.07485788315534592,"['a', 'scruffy', 'golden', 'dog', 'meeting', 'a', 'black', 'doberman', 'in', 'the', 'snow']",0.08532263338565826,"['two', 'dogs', 'in', 'the', 'snow']",0.4812622666358948,"['two', 'dogs', 'standing', 'in', 'snow']",0.3659219741821289
29,387078972_514a38dc33,a dog running through the snow,0.5131940245628357,"['a', 'dog', 'walking', 'along', 'the', 'side', 'of', 'a', 'house', 'in', 'the', 'snow']",0.5777835845947266,"['a', 'white', 'dog', 'is', 'walking', 'by', 'a', 'building', 'in', 'the', 'snow']",0.5554100275039673,"['a', 'white', 'dog', 'next', 'to', 'a', 'basement', 'window']",0.31270647048950195,"['a', 'white', 'dog', 'walking', 'on', 'some', 'rocks', 'along', 'a', 'house', 'in', 'the', 'snow']",0.49835005402565,"['a', 'white', 'dog', 'walks', 'in', 'the', 'snow']",0.6217200756072998
30,387830531_e89c192b92,a brown dog running with a brown dog,0.3249273896217346,"['a', 'brown', 'dog', 'about', 'to', 'jump', 'on', 'a', 'smaller', 'black', 'and', 'tan', 'dog']",0.567550778388977,"['large', 'dog', 'playing', 'with', 'smaller', 'dog']",0.5033032894134521,"['two', 'dogs', 'are', 'playing', 'together', 'outside']",0.04837208241224289,"['two', 'dogs', 'playing', 'in', 'the', 'grass', 'with', 'an', 'adult', 'nearby']",0.25437670946121216,"['two', 'dogs', 'playing', 'with', 'each', 'other']",0.2510339617729187
31,387974450_bcd205daac,a dog running through a field of grass,0.36834317445755005,"['a', 'black', 'dog', 'runs', 'along', 'a', 'field', 'where', 'black', 'birds', 'are', 'beginning', 'to', 'fly']",0.322004109621048,"['a', 'dark', 'colored', 'dog', 'running', 'in', 'a', 'field', 'with', 'multilple', 'birds', 'in', 'the', 'background']",0.5225644707679749,"['a', 'dog', 'runs', 'at', 'birds', 'taking', 'flight']",0.22990304231643677,"['a', 'grey', 'dog', 'chases', 'a', 'bunch', 'of', 'crows', 'a', 'river', 'in', 'the', 'background']",0.5005134344100952,"['the', 'dog', 'chases', 'the', 'birds', 'in', 'the', 'field']",0.26673081517219543
32,388386075_9ac3a89ada,a little girl in a pink dress and pink boots is running through a field,0.2664170265197754,"['a', 'boy', 'plays', 'with', 'a', 'train', 'set']",0.32474517822265625,"['a', 'boy', 'takes', 'off', 'his', 'glasses', 'while', 'playing', 'with', 'his', 'toy', 'trains']",0.12007015198469162,"['a', 'little', 'boy', 'is', 'playing', 'with', 'some', 'trains']",0.31828659772872925,"['a', 'small', 'child', 'wearing', 'a', 'blue', 'shirt', 'playing', 'with', 'his', 'glasses']",0.28066617250442505,"['a', 'young', 'boy', 'pulling', 'down', 'his', 'eye', 'glasses', 'and', 'looking', 'a', 'toy', 'trains']",0.28831690549850464
33,389643437_9a9830a3ba,a little girl in a pink dress and pink pants running through a field,0.2551564574241638,"['a', 'girl', 'in', 'a', 'white', 'cap', 'eats', 'a', 'slice', 'of', 'fruit', 'next', 'to', 'a', 'girl', 'in', 'a', 'blue', 'cap', 'who', 'is', 'eating', 'chocolate']",0.5597686767578125,"['one', 'young', 'girl', 'eats', 'fruit', 'while', 'another', 'eats', 'chocolate']",0.19949963688850403,"['two', 'children', 'taking', 'in', 'a', 'snack']",0.24904581904411316,"['two', 'girls', 'sitting', 'in', 'the', 'grass', 'wearing', 'hats', 'eat', 'snacks']",0.14801669120788574,"['two', 'girls', 'with', 'baseball', 'caps', 'are', 'eating', 'a', 'snack', 'outside']",0.11945144087076187
34,390360326_26f5936189,a dog running in the snow,0.6737242937088013,"['a', 'brown', 'dog', 'is', 'carrying', 'a', 'toy', 'in', 'the', 'snow']",0.742767870426178,"['a', 'dog', 'running', 'with', 'something', 'in', 'its', 'mouth']",0.5407681465148926,"['a', 'dog', 'runs', 'across', 'the', 'snow']",0.6714800596237183,"['a', 'dog', 'with', 'a', 'frisbie', 'in', 'his', 'mouth', 'is', 'running', 'in', 'a', 'snowy', 'field']",0.607267439365387,"['tan', 'dog', 'with', 'a', 'toy', 'running', 'in', 'the', 'snow']",0.8063377141952515
35,390671130_09fdccd52f,a dog running across the grass,0.198403000831604,"['a', 'black', 'and', 'white', 'dog', 'stands', 'on', 'the', 'grass', 'with', 'a', 'baseball', 'in', 'his', 'mouth']",0.4009203314781189,"['a', 'closeup', 'of', 'a', 'small', 'black', 'and', 'white', 'dog', 'with', 'a', 'baseball', 'in', 'its', 'mouth']",0.2161867916584015,"['black', 'and', 'white', 'dog', 'holding', 'a', 'baseball', 'in', 'mouth']",0.16345378756523132,"['brown', 'and', 'white', 'dog', 'with', 'baseball', 'in', 'mouth', 'field', 'and', 'building']",0.029392290860414505,"['brown', 'and', 'white', 'dog', 'with', 'a', 'baseball', 'in', 'its', 'mouth']",0.18206174671649933
36,390986651_c801db91a0,a group of people sit on a bench,0.3174627423286438,"['a', 'person', 'peaks', 'their', 'head', 'out', 'of', 'a', 'tent', 'set', 'up', 'in', 'a', 'snowy', 'field']",0.45357710123062134,"['a', 'woman', 'emerges', 'from', 'her', 'snow', 'covered', 'tent']",0.24358902871608734,"['a', 'woman', 'sticking', 'her', 'head', 'out', 'of', 'her', 'tent', 'on', 'the', 'side', 'of', 'a', 'snowy', 'moutnain']",0.4264391362667084,"['a', 'woman', 'wearing', 'glasses', 'and', 'a', 'hat', 'pokes', 'her', 'head', 'through', 'the', 'door', 'of', 'a', 'tent', 'on', 'a', 'snowy', 'day']",0.5266542434692383,"['the', 'camper', 'opens', 'up', 'to', 'see', 'snow', 'all', 'around']",-0.06294584274291992
37,390987167_2d5905b459,a woman in a black coat and a brown dog in the snow,0.4791282117366791,"['a', 'hiker', 'moves', 'up', 'a', 'snowy', 'mountain']",0.44032108783721924,"['a', 'woman', 'in', 'a', 'tank', 'and', 'sunglasses', 'climbs', 'a', 'sunny', 'but', 'snowcovered', 'slope']",0.6038154363632202,"['a', 'woman', 'wearing', 'a', 'black', 'hat', 'and', 'white', 'sunglasses', 'walks', 'up', 'a', 'snowy', 'and', 'steep', 'path']",0.5534459352493286,"['a', 'woman', 'wearing', 'short', 'sleeves', 'and', 'sunglasses', 'is', 'backpacking', 'up', 'a', 'snowy', 'mountain', 'cliff']",0.4611812233924866,"['woman', 'climbing', 'a', 'snow', 'covered', 'mountain', 'looking', 'at', 'people', 'behind', 'her']",0.33687740564346313
38,390992102_67fa31b22f,a person stands on a rock overlooking a valley,0.42105260491371155,"['a', 'hiker', 'climbs', 'a', 'mountain', 'on', 'a', 'windy', 'day']",0.572589635848999,"['a', 'man', 'walking', 'up', 'a', 'mountain', 'with', 'snow', 'on', 'the', 'surface']",0.4614105224609375,"['a', 'person', 'hikes', 'across', 'a', 'grass', 'and', 'snow', 'covered', 'plain']",0.48787862062454224,"['person', 'walking', 'across', 'a', 'snow', 'covered', 'mountain']",0.3581712245941162,"['the', 'man', 'carries', 'a', 'large', 'backpack', 'while', 'hiking', 'through', 'snowcovered', 'terrain']",0.225212961435318
39,390992388_d74daee638,a skier is skiing down a snowy hill  in the background,0.41505295038223267,"['a', 'girl', 'treks', 'through', 'the', 'snow', 'with', 'her', 'backpack', 'on']",0.3010733127593994,"['a', 'hiker', 'is', 'climbing', 'up', 'a', 'snowy', 'mountain']",0.5063419342041016,"['a', 'hiker', 'using', 'hiking', 'poles', 'on', 'a', 'snowy', 'mountain']",0.3776170611381531,"['someone', 'hikes', 'through', 'a', 'snowy', 'mountain', 'range']",0.28347769379615784,"['the', 'woman', 'is', 'hiking', 'up', 'a', 'snowy', 'hill']",0.6067546606063843
40,391020801_aaaae1e42b,a man in a black and white uniform is holding a football,0.457119882106781,"['a', 'man', 'gesticulates']",0.498687207698822,"['a', 'man', 'in', 'a', 'white', 'shirt', 'holding', 'both', 'hands', 'out']",0.6509323716163635,"['an', 'elderly', 'male', 'wearing', 'a', 'white', 'wal', 'mart', 'smock', 'with', 'his', 'arms', 'and', 'hand', 'extended', 'in', 'front', 'of', 'him']",0.22102420032024384,"['a', 'old', 'man', 'in', 'a', 'wall', 'mart', 'unifrom', 'holds', 'his', 'arms', 'out', 'to', 'the', 'camera']",0.43277403712272644,"['a', 'walmart', 'worker', 'wearing', 'a', 'white', 'coat']",0.48218172788619995
41,391106734_d374bc3080,a dog jumping over a hurdle,0.25942373275756836,"['a', 'brown', 'and', 'white', 'dog', 'is', 'standing', 'on', 'its', 'hind', 'legs', 'reaching', 'for', 'a', 'ball']",0.27230626344680786,"['a', 'dog', 'jumps', 'to', 'meet', 'a', 'soccer', 'ball', 'flying', 'towards', 'it']",0.39512598514556885,"['a', 'dog', 'stands', 'on', 'one', 'leg', 'and', 'tries', 'to', 'get', 'a', 'soccer', 'ball']",0.25711411237716675,"['black', 'and', 'white', 'dog', 'jumps', 'for', 'ball']",0.05131278932094574,"['the', 'brown', 'and', 'white', 'dog', 'is', 'jumping', 'up', 'in', 'an', 'attempt', 'to', 'catch', 'a', 'ball']",0.32125943899154663
